Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,DAILY_MEDITATION,AGE,GENDER
2/6/2017,4,2,5,10,2,3,0,4,2,1,3,3,0,7,0,0,1,0,2,1,36 to 50,Male
2/6/2017,4,3,3,2,10,8,6,0,1,2,1,10,1,7,0,3,2,1,2,10,36 to 50,Male
2/7/2017,5,1,8,4,5,6,5,3,1,5,4,10,10,8,0,2,2,4,1,10,51 or more,Male
2/7/2017,5,3,3,7,5,2,5,3,2,8,4,3,5,7,7,1,2,7,7,7,51 or more,Female
2/7/2017,2,5,5,1,10,1,8,0,2,9,9,2,10,9,0,0,2,10,10,10,51 or more,Male
2/7/2017,2,3,2,10,5,10,5,5,2,9,2,7,8,8,0,0,2,10,2,3,36 to 50,Female
2/7/2017,2,2,3,1,3,3,0,3,1,3,5,7,1,7,0,2,1,0,3,6,21 to 35,Male
2/7/2017,5,1,10,10,8,6,2,3,2,8,2,10,5,8,0,1,2,8,1,8,51 or more,Female
2/7/2017,1,4,3,4,5,5,0,5,1,5,1,4,0,6,5,10,1,3,0,5,36 to 50,Male
2/7/2017,3,2,10,7,5,6,4,1,1,6,3,10,0,9,0,1,2,4,2,10,21 to 35,Male
2/8/2017,5,0,0,3,10,10,5,3,1,1,2,4,0,6,0,2,1,5,4,10,36 to 50,Female
2/8/2017,3,1,7,8,10,10,10,5,1,8,10,5,10,9,0,0,1,10,10,10,21 to 35,Male
2/8/2017,3,2,9,10,10,10,10,5,1,2,10,4,10,8,3,0,1,6,10,10,21 to 35,Male
2/8/2017,4,3,10,10,4,6,3,5,1,6,3,10,3,7,0,6,2,6,3,3,36 to 50,Female
2/8/2017,3,1,10,4,7,10,3,4,1,7,3,4,4,8,0,1,2,3,4,4,Less than 20,Female
2/8/2017,1,2,10,10,10,10,5,5,2,8,6,8,5,7,1,0,2,10,6,7,21 to 35,Male
2/8/2017,3,2,2,7,6,7,2,3,2,6,2,5,3,7,0,1,2,10,1,1,36 to 50,Male
2/8/2017,4,2,1,5,8,8,10,5,2,7,0,3,4,6,0,3,2,6,2,3,36 to 50,Female
2/8/2017,5,2,5,3,10,10,2,0,1,8,6,4,5,8,0,1,2,5,8,10,21 to 35,Female
2/8/2017,4,5,1,3,1,1,0,1,1,8,0,5,0,6,1,3,1,2,0,10,36 to 50,Female
2/8/2017,4,5,1,3,1,1,0,1,1,8,0,5,0,6,1,3,1,2,0,10,36 to 50,Female
2/8/2017,4,3,10,7,7,9,10,2,1,8,9,10,3,7,0,2,2,4,4,9,Less than 20,Female
2/8/2017,3,3,10,10,8,5,2,5,1,5,2,5,1,8,1,0,1,4,3,10,21 to 35,Female
2/9/2017,3,3,2,3,1,1,0,0,1,1,2,1,5,8,10,1,1,0,5,0,21 to 35,Male
2/9/2017,3,3,2,3,1,1,0,0,1,1,2,1,5,8,10,1,1,0,5,0,21 to 35,Male
2/9/2017,3,1,1,2,1,3,0,0,1,1,2,1,5,8,10,1,1,2,5,0,21 to 35,Male
2/9/2017,4,4,1,10,1,6,3,5,2,8,3,10,0,6,0,0,2,10,1,7,36 to 50,Female
2/9/2017,5,3,1,5,4,2,1,0,2,2,1,5,1,6,0,2,2,1,1,1,21 to 35,Male
2/9/2017,4,5,10,7,10,3,10,3,1,7,4,6,10,6,10,7,2,10,3,10,36 to 50,Female
2/9/2017,5,3,10,3,8,2,10,5,2,2,1,6,9,2,5,10,2,10,1,10,51 or more,Female
2/9/2017,2,0,10,6,10,10,2,5,2,8,8,8,3,7,0,0,2,7,3,10,36 to 50,Female
2/9/2017,4,1,5,4,3,2,7,0,1,7,3,5,2,8,0,1,1,0,10,10,21 to 35,Male
2/9/2017,1,5,2,7,9,10,5,5,2,8,2,10,3,7,5,5,2,4,3,6,21 to 35,Female
2/9/2017,2,3,2,3,1,5,1,1,1,4,1,1,0,8,0,7,2,10,1,10,36 to 50,Female
2/9/2017,4,2,10,8,5,4,4,0,2,8,4,5,0,7,0,2,2,2,4,10,36 to 50,Male
2/9/2017,3,3,9,10,8,8,7,3,1,8,7,9,2,8,0,2,2,3,10,7,21 to 35,Female
2/9/2017,4,4,10,7,10,10,10,2,1,7,3,4,0,7,5,4,2,10,1,7,21 to 35,Female
2/10/2017,2,4,10,10,10,8,2,5,2,6,3,2,4,8,0,1,2,5,1,7,21 to 35,Male
2/10/2017,4,3,4,4,5,3,4,1,1,8,4,3,10,7,8,3,2,4,10,8,21 to 35,Male
2/10/2017,5,2,10,5,10,5,10,5,1,8,4,1,10,7,7,2,2,10,8,5,36 to 50,Female
2/10/2017,5,4,5,10,10,10,5,4,2,8,2,10,4,7,0,3,1,8,8,3,21 to 35,Female
2/10/2017,5,3,10,0,0,1,1,0,1,4,0,10,0,8,0,3,1,2,1,10,36 to 50,Female
2/10/2017,1,2,0,1,2,10,1,0,1,5,6,2,0,7,0,3,1,1,0,4,36 to 50,Female
2/10/2017,4,0,6,8,9,6,3,5,1,8,2,8,2,8,0,0,2,3,2,4,21 to 35,Male
2/10/2017,3,4,5,4,8,3,2,1,2,8,4,7,2,6,0,2,2,2,1,1,51 or more,Female
2/10/2017,1,3,6,9,7,5,5,3,1,7,1,3,1,7,0,4,2,3,2,10,21 to 35,Male
2/10/2017,1,3,8,3,10,10,4,4,1,0,4,7,10,5,0,4,2,2,2,4,21 to 35,Female
2/10/2017,2,1,10,2,3,4,0,0,1,9,5,6,10,8,10,5,2,0,6,10,21 to 35,Male
2/10/2017,5,1,5,10,10,3,3,5,1,8,2,10,1,7,0,3,2,5,4,10,36 to 50,Female
2/11/2017,2,4,1,8,4,10,3,4,1,6,2,6,2,6,0,0,2,6,1,5,21 to 35,Female
2/11/2017,1,3,2,4,0,2,1,0,2,4,0,5,0,8,0,5,2,5,0,10,51 or more,Male
2/11/2017,3,4,5,2,3,10,6,1,2,8,7,10,2,7,1,1,1,10,1,4,21 to 35,Male
2/11/2017,3,4,5,2,3,10,6,1,2,8,7,10,2,7,1,1,1,10,1,4,21 to 35,Male
2/11/2017,1,0,4,0,4,5,1,2,2,2,2,2,4,7,0,0,2,5,0,7,Less than 20,Male
2/11/2017,1,4,4,5,5,4,2,1,1,8,2,10,3,8,0,3,2,1,1,5,21 to 35,Female
2/11/2017,2,1,1,5,6,10,7,3,1,4,5,1,10,8,5,1,1,10,5,9,Less than 20,Female
2/12/2017,1,4,3,3,2,5,2,1,2,5,1,1,5,6,0,3,1,5,1,6,36 to 50,Female
2/12/2017,2,1,10,8,4,7,5,5,1,5,10,1,10,5,0,3,2,10,3,10,Less than 20,Female
2/12/2017,1,4,0,0,2,3,0,0,2,5,2,2,0,6,10,4,1,2,5,10,21 to 35,Male
2/12/2017,4,5,6,9,5,10,3,1,1,5,2,9,0,7,10,3,2,4,1,2,51 or more,Female
2/12/2017,3,1,6,4,3,5,2,5,1,3,1,7,0,5,0,1,1,6,2,10,51 or more,Male
2/12/2017,3,4,10,5,5,10,2,5,2,3,0,7,2,6,0,5,1,10,0,4,Less than 20,Female
2/12/2017,5,5,10,1,7,10,10,3,1,10,10,7,2,6,0,1,2,10,9,10,21 to 35,Female
2/13/2017,4,3,1,5,8,2,4,1,2,8,2,9,0,8,0,7,2,3,1,3,Less than 20,Female
2/13/2017,5,1,7,5,5,10,5,2,1,9,1,5,5,8,0,0,2,5,4,10,21 to 35,Female
2/13/2017,1,2,2,9,4,3,5,1,1,3,1,2,5,8,1,1,2,6,1,8,21 to 35,Female
2/13/2017,5,0,0,10,0,10,1,1,2,0,10,10,1,3,0,0,2,0,10,0,Less than 20,Male
2/13/2017,5,0,10,3,0,10,10,2,1,10,5,10,2,10,0,3,2,10,10,7,Less than 20,Male
2/13/2017,2,3,3,3,5,10,3,2,1,6,2,4,2,8,0,10,2,5,1,7,Less than 20,Female
2/13/2017,5,0,6,7,0,10,6,2,1,4,4,10,10,10,2,0,1,5,1,5,Less than 20,Male
2/13/2017,5,5,2,3,5,5,3,0,1,0,1,4,0,10,0,5,1,0,7,7,Less than 20,Male
2/13/2017,3,5,3,5,10,10,3,3,1,6,1,3,2,7,0,5,2,6,4,4,36 to 50,Female
2/13/2017,3,4,2,4,2,5,6,1,1,2,3,4,2,7,8,8,2,0,3,4,36 to 50,Female
2/13/2017,2,2,10,3,10,10,8,5,1,6,2,8,5,8,0,1,2,10,5,10,51 or more,Female
2/13/2017,4,4,10,10,10,10,10,5,1,8,8,10,5,7,0,10,2,10,10,10,21 to 35,Female
2/14/2017,5,3,5,4,8,8,5,2,1,7,2,4,10,8,0,0,1,5,10,10,36 to 50,Female
2/14/2017,3,4,8,9,4,4,5,1,1,3,3,4,3,7,0,1,2,6,2,6,21 to 35,Female
2/14/2017,5,0,6,10,10,10,7,3,1,8,6,6,10,8,0,1,2,10,6,10,21 to 35,Male
2/14/2017,2,3,4,5,7,10,8,1,1,7,8,2,0,6,10,6,2,10,6,5,36 to 50,Male
2/14/2017,2,3,6,5,8,10,9,2,1,5,6,3,6,7,10,6,2,9,6,6,36 to 50,Male
2/14/2017,2,4,0,5,0,5,1,0,1,4,1,2,2,6,7,1,1,3,1,6,51 or more,Male
2/14/2017,2,1,7,6,8,7,8,3,1,9,3,5,4,7,2,2,2,8,5,5,21 to 35,Male
2/14/2017,0,3,9,3,7,2,3,3,1,5,3,7,1,7,5,4,2,6,2,5,21 to 35,Male
2/14/2017,1,1,5,6,8,6,4,5,2,5,1,4,3,6,0,1,2,6,2,5,21 to 35,Male
2/14/2017,3,2,6,8,6,6,3,4,1,9,3,6,5,7,4,1,2,7,1,6,21 to 35,Female
2/14/2017,2,5,4,5,5,5,4,1,1,6,3,5,1,6,10,1,2,9,0,2,21 to 35,Female
2/14/2017,2,1,2,10,2,10,3,1,1,8,2,1,10,7,10,2,1,10,1,6,21 to 35,Male
2/14/2017,2,1,2,10,2,10,3,1,1,8,2,1,10,7,10,2,1,10,1,6,21 to 35,Male
2/14/2017,2,2,7,4,5,9,5,4,1,0,2,3,7,6,5,2,2,5,8,2,21 to 35,Male
2/14/2017,4,1,10,5,8,10,5,1,1,5,3,9,1,6,7,3,2,4,2,8,21 to 35,Female
2/14/2017,1,2,7,6,3,6,2,3,1,7,2,5,3,7,1,1,2,5,1,2,21 to 35,Female
2/14/2017,1,4,4,5,6,10,6,5,1,7,2,3,2,6,6,3,2,5,1,10,21 to 35,Male
2/14/2017,2,4,6,5,8,6,5,2,1,6,5,8,5,6,5,4,2,5,5,6,21 to 35,Female
2/14/2017,3,2,6,8,6,6,3,4,1,9,3,6,5,7,4,1,2,7,1,6,21 to 35,Female
2/14/2017,1,2,7,6,3,6,2,3,1,7,2,5,3,7,1,1,2,5,1,2,21 to 35,Female
2/14/2017,2,2,7,10,3,10,2,5,1,8,5,7,1,6,0,5,1,2,0,10,21 to 35,Female
2/14/2017,5,5,10,4,3,5,4,1,2,8,3,5,10,7,0,0,2,5,3,10,21 to 35,Male
2/14/2017,5,4,5,6,2,10,0,0,1,9,1,5,2,7,2,1,2,3,2,5,21 to 35,Male
2/14/2017,5,1,5,7,4,6,1,2,1,7,4,8,1,7,0,1,2,4,6,2,36 to 50,Female
2/15/2017,3,5,3,6,4,10,2,2,1,4,6,8,5,10,2,1,1,6,4,0,Less than 20,Female
2/15/2017,5,1,10,10,10,10,10,2,1,8,5,5,10,6,0,2,2,10,5,10,51 or more,Female
2/15/2017,2,1,1,10,7,10,5,1,1,6,6,10,0,8,1,1,2,10,3,3,Less than 20,Female
2/15/2017,5,4,5,9,5,10,6,4,1,6,3,10,5,7,2,5,2,8,4,4,21 to 35,Male
2/15/2017,5,1,2,8,4,10,3,0,2,7,3,3,4,8,2,1,2,3,5,5,21 to 35,Female
2/15/2017,2,1,4,1,0,1,0,4,2,2,0,2,10,7,5,1,2,4,0,7,36 to 50,Male
2/15/2017,0,5,3,10,10,10,10,0,2,4,6,10,3,7,10,0,1,10,0,0,21 to 35,Female
2/16/2017,3,4,10,9,6,8,2,5,1,5,4,4,1,7,0,1,2,8,1,6,21 to 35,Male
2/16/2017,5,3,10,8,10,10,7,5,1,8,3,10,1,6,7,5,2,10,0,6,21 to 35,Female
2/16/2017,5,0,7,4,4,2,1,2,1,6,2,9,5,9,0,3,2,2,4,8,Less than 20,Female
2/16/2017,5,0,7,4,4,2,1,2,1,6,2,9,5,9,0,3,2,2,4,8,Less than 20,Female
2/16/2017,3,3,8,6,4,8,3,5,2,6,1,9,4,7,0,2,2,10,6,5,21 to 35,Male
2/16/2017,3,3,8,6,4,8,3,5,2,6,1,9,4,7,0,2,2,10,6,5,21 to 35,Male
2/16/2017,2,1,10,4,10,10,4,3,2,7,3,3,3,8,0,2,2,10,2,7,21 to 35,Male
2/16/2017,5,3,6,8,4,4,2,0,2,3,0,5,1,8,4,3,1,2,1,10,36 to 50,Male
2/16/2017,5,3,6,8,4,4,2,0,2,3,0,5,1,8,4,3,1,2,1,10,36 to 50,Male
2/16/2017,5,3,6,8,4,4,2,0,2,3,0,5,1,8,4,3,1,2,1,10,36 to 50,Male
2/16/2017,4,5,2,2,5,5,0,5,2,0,1,2,0,6,2,0,1,2,1,10,51 or more,Female
2/16/2017,4,2,3,2,5,5,3,2,2,6,3,7,10,7,10,4,2,3,4,6,36 to 50,Female
2/16/2017,2,5,10,7,10,10,5,5,2,9,8,6,1,5,10,1,2,10,8,10,51 or more,Female
2/16/2017,2,5,10,7,10,10,5,5,2,9,8,6,1,5,10,1,2,10,8,10,51 or more,Female
2/16/2017,4,2,3,8,10,5,10,5,1,7,2,5,10,8,0,2,2,7,2,10,51 or more,Male
2/17/2017,2,1,0,2,2,0,0,0,1,1,0,3,1,5,5,0,2,5,1,1,51 or more,Male
2/17/2017,4,4,3,3,2,3,6,1,1,7,2,3,2,8,3,3,1,4,1,5,21 to 35,Female
2/17/2017,3,3,8,6,4,8,3,5,2,6,1,9,4,7,0,2,2,10,6,5,21 to 35,Male
2/17/2017,3,3,3,5,5,5,10,2,1,6,3,3,10,7,0,4,2,5,4,7,21 to 35,Female
2/17/2017,5,3,8,6,7,10,2,1,2,10,8,5,6,7,0,1,2,5,0,7,21 to 35,Female
2/17/2017,1,4,2,10,0,2,1,3,2,2,0,2,0,7,10,0,2,1,0,4,36 to 50,Male
2/17/2017,1,2,10,0,5,7,7,1,1,8,1,5,1,7,0,0,2,5,0,7,21 to 35,Male
2/17/2017,5,4,1,1,2,1,3,1,1,6,0,5,1,10,10,3,1,3,1,5,51 or more,Female
2/17/2017,5,4,1,1,2,1,3,1,1,4,1,5,1,10,10,3,1,4,1,4,51 or more,Female
2/17/2017,1,2,5,9,3,10,4,2,1,9,3,4,8,8,1,5,2,10,7,7,21 to 35,Female
2/17/2017,1,2,5,9,3,10,4,2,1,9,3,4,8,8,1,5,2,10,7,7,21 to 35,Female
2/18/2017,4,5,2,2,10,3,0,5,1,2,0,2,0,8,0,1,2,4,0,7,51 or more,Female
2/18/2017,4,1,5,8,2,10,5,0,2,3,4,5,6,9,0,2,2,3,1,5,21 to 35,Female
2/18/2017,2,0,0,7,8,3,2,3,2,7,7,10,10,6,8,0,2,3,9,9,51 or more,Male
2/18/2017,3,2,8,7,7,5,7,3,2,5,2,3,3,7,1,3,1,6,2,8,51 or more,Male
2/18/2017,2,5,5,5,5,8,3,5,1,3,3,3,10,8,3,5,2,3,0,3,21 to 35,Male
2/18/2017,3,4,3,2,1,4,2,5,1,8,3,10,4,7,10,1,2,7,2,5,21 to 35,Male
2/18/2017,3,5,10,10,10,10,4,5,2,8,0,6,0,7,0,9,2,10,2,3,21 to 35,Female
2/18/2017,5,1,3,9,10,5,3,4,1,8,1,3,1,7,2,2,2,9,2,8,21 to 35,Female
2/18/2017,2,4,0,3,0,10,3,1,1,2,3,10,0,5,0,10,2,10,7,6,21 to 35,Female
2/18/2017,1,3,6,7,5,10,1,1,1,8,1,6,2,6,0,1,2,2,2,4,Less than 20,Male
2/19/2017,3,3,10,10,10,5,2,5,1,3,4,6,0,6,0,3,2,10,2,10,36 to 50,Female
2/19/2017,4,2,6,10,10,10,10,4,1,8,10,6,5,7,0,1,2,10,7,10,36 to 50,Female
2/19/2017,4,1,9,7,4,7,6,0,1,8,3,6,5,7,0,1,2,4,4,6,Less than 20,Male
2/20/2017,2,5,10,6,6,3,2,1,2,0,2,1,10,6,10,10,1,5,4,10,21 to 35,Male
2/20/2017,2,5,10,10,10,10,6,1,2,0,2,1,10,6,5,5,1,10,4,7,36 to 50,Female
2/20/2017,3,1,10,4,4,6,2,3,2,5,1,6,4,7,0,6,2,10,1,10,21 to 35,Female
2/20/2017,4,2,3,2,5,5,3,2,2,6,3,7,10,7,10,4,2,3,4,6,36 to 50,Female
2/20/2017,4,0,5,8,0,8,2,5,2,10,7,8,7,7,0,5,2,9,0,3,21 to 35,Male
2/20/2017,1,2,4,5,3,10,2,1,1,4,2,5,2,8,1,1,2,8,5,5,21 to 35,Female
2/20/2017,3,4,10,7,10,6,3,5,2,4,4,6,2,8,0,7,1,6,6,7,36 to 50,Female
2/20/2017,1,3,2,3,8,10,2,4,1,2,3,6,0,5,10,7,2,4,3,5,36 to 50,Male
2/20/2017,4,5,10,10,6,10,1,3,1,5,2,10,0,10,10,3,2,2,1,10,Less than 20,Female
2/21/2017,1,3,5,5,5,4,4,3,2,4,4,6,0,8,0,0,2,7,1,1,21 to 35,Female
2/21/2017,4,3,10,10,6,10,10,5,1,6,5,6,4,6,0,6,2,5,1,7,Less than 20,Female
2/21/2017,5,5,2,2,10,10,10,5,1,7,1,9,5,6,5,3,2,10,2,5,36 to 50,Male
2/21/2017,1,1,4,3,10,2,2,5,2,0,0,1,0,8,0,2,2,5,1,10,51 or more,Female
2/21/2017,2,1,10,7,6,2,5,5,1,4,3,1,2,7,0,0,2,5,2,8,21 to 35,Male
2/21/2017,5,4,8,10,10,10,7,5,2,8,9,4,9,7,0,1,2,10,2,10,51 or more,Female
2/21/2017,3,3,10,10,6,10,4,5,1,4,3,10,3,6,3,3,2,10,1,3,51 or more,Female
2/21/2017,1,3,10,4,10,8,5,5,2,7,5,1,0,8,5,7,2,10,5,2,36 to 50,Female
2/22/2017,3,5,0,0,0,1,5,1,2,0,0,5,0,5,0,3,2,4,0,10,51 or more,Male
2/22/2017,3,3,10,0,0,10,4,5,2,7,0,2,0,5,10,5,1,3,2,10,51 or more,Female
2/22/2017,3,3,3,6,10,10,10,4,2,3,4,3,10,7,10,1,2,8,4,7,51 or more,Male
2/22/2017,1,4,1,3,1,1,3,3,2,4,4,8,3,5,0,3,1,2,2,6,21 to 35,Male
2/22/2017,3,0,8,6,10,10,7,5,2,6,10,6,10,8,0,1,2,10,8,7,51 or more,Male
2/22/2017,5,5,4,10,6,10,8,3,2,6,8,10,8,9,7,10,1,6,9,7,Less than 20,Female
2/22/2017,3,2,0,4,8,4,4,4,2,5,7,4,0,4,0,0,2,4,5,8,Less than 20,Male
2/22/2017,1,3,4,3,5,6,2,2,1,5,5,1,4,8,10,1,1,7,4,10,Less than 20,Male
2/22/2017,4,2,1,3,6,4,4,4,2,5,5,5,3,7,0,2,2,4,4,7,Less than 20,Male
2/22/2017,5,2,10,5,10,10,10,2,1,7,6,10,2,7,5,6,2,8,8,10,36 to 50,Male
2/22/2017,3,3,3,6,10,10,10,4,2,3,4,3,10,7,10,1,2,8,4,7,51 or more,Male
2/22/2017,1,5,2,10,0,6,6,1,1,1,1,3,5,7,2,10,2,7,0,3,Less than 20,Female
2/22/2017,2,5,4,4,3,10,3,3,1,6,3,8,8,7,1,5,2,10,1,2,Less than 20,Female
2/22/2017,3,1,1,5,2,4,1,1,1,7,3,5,0,8,0,0,2,0,1,10,21 to 35,Male
2/23/2017,1,4,1,9,5,9,9,4,1,7,4,1,4,8,3,2,2,9,3,6,Less than 20,Male
2/23/2017,1,3,8,10,4,2,6,1,1,7,5,8,7,8,10,5,1,5,5,10,Less than 20,Female
2/23/2017,3,3,9,8,5,7,7,4,2,10,5,5,7,10,0,9,1,7,5,5,Less than 20,Male
2/23/2017,1,3,7,6,6,3,2,0,1,8,5,10,10,8,10,2,1,7,10,3,Less than 20,Female
2/23/2017,1,0,2,8,3,6,5,3,1,5,6,10,10,8,5,2,2,10,10,6,Less than 20,Female
2/23/2017,3,2,3,3,1,9,6,5,1,6,1,1,1,7,5,0,2,5,4,3,Less than 20,Male
2/23/2017,3,2,3,3,1,9,6,5,1,6,1,1,1,7,5,0,2,5,4,3,Less than 20,Male
2/23/2017,5,3,1,4,10,8,1,2,2,2,4,5,1,7,7,4,2,10,3,7,36 to 50,Male
2/23/2017,4,3,1,5,8,5,9,2,2,7,5,9,9,1,2,7,1,5,7,7,Less than 20,Female
2/23/2017,0,2,5,7,7,10,8,5,2,6,8,6,10,7,8,5,2,9,3,7,Less than 20,Female
2/23/2017,4,1,6,3,9,7,5,3,2,3,3,4,2,7,4,6,2,6,6,5,Less than 20,Male
2/23/2017,2,3,3,10,3,1,4,3,1,4,1,1,4,8,2,2,1,5,5,2,Less than 20,Male
2/23/2017,2,5,4,7,2,7,5,2,1,2,2,5,5,8,3,4,1,5,5,3,Less than 20,Male
2/23/2017,4,3,5,6,9,5,1,1,1,4,3,10,6,7,1,7,1,3,3,7,Less than 20,Female
2/23/2017,3,3,7,10,6,7,5,5,1,8,10,8,9,3,6,8,1,5,5,1,Less than 20,Male
2/23/2017,5,5,10,10,5,4,9,5,1,5,6,10,5,8,4,6,1,1,6,7,Less than 20,Female
2/23/2017,2,0,7,6,2,5,5,4,1,5,1,3,0,4,4,6,1,3,0,1,Less than 20,Male
2/23/2017,2,1,5,3,3,6,0,5,1,5,1,4,0,5,0,1,1,2,0,3,21 to 35,Male
2/23/2017,2,0,10,10,10,10,10,3,2,8,6,10,5,8,0,3,2,10,7,7,36 to 50,Male
2/23/2017,2,2,7,10,4,10,2,1,1,7,3,4,2,6,2,1,1,3,1,3,21 to 35,Female
2/23/2017,3,1,2,3,2,5,3,1,1,2,2,5,2,7,3,1,2,4,0,3,21 to 35,Male
2/23/2017,2,1,3,8,6,5,5,3,1,7,7,5,5,7,5,1,2,10,5,7,21 to 35,Male
2/23/2017,1,2,6,6,4,4,3,5,1,6,2,4,8,7,1,1,2,4,1,4,21 to 35,Male
2/23/2017,5,0,8,10,10,10,3,0,2,9,10,10,10,7,0,2,2,9,1,10,21 to 35,Male
2/23/2017,2,3,3,9,3,8,6,3,1,5,5,10,7,7,3,6,2,1,1,8,21 to 35,Male
2/23/2017,1,2,5,6,2,5,2,0,1,7,0,1,1,8,3,1,2,3,1,3,21 to 35,Female
2/23/2017,1,1,4,8,3,10,4,3,1,3,3,3,7,7,5,1,1,8,2,3,21 to 35,Male
2/23/2017,4,2,7,4,4,9,3,3,1,10,5,8,2,7,4,2,1,5,8,3,21 to 35,Female
2/23/2017,3,3,2,10,3,10,4,1,1,8,2,10,2,7,10,5,1,3,4,5,21 to 35,Male
2/23/2017,1,2,2,10,5,10,3,1,1,1,3,5,1,7,7,1,2,5,5,4,21 to 35,Male
2/23/2017,2,3,3,9,3,8,6,3,1,5,5,10,7,7,3,6,2,1,1,8,21 to 35,Male
2/23/2017,5,0,8,10,10,10,3,0,2,9,10,10,10,7,0,2,2,9,1,10,21 to 35,Male
2/23/2017,3,2,3,5,5,3,5,5,2,6,3,10,5,6,0,3,2,3,3,5,21 to 35,Female
2/23/2017,1,3,8,7,8,10,5,3,1,7,3,3,4,5,5,2,2,6,1,4,21 to 35,Male
2/23/2017,2,1,7,5,9,7,4,4,1,8,9,8,9,7,0,0,2,9,4,10,36 to 50,Male
2/23/2017,1,2,6,6,4,4,3,5,1,6,2,4,8,7,1,1,2,4,1,4,21 to 35,Male
2/24/2017,2,1,8,10,5,10,3,3,1,9,3,7,4,6,3,1,2,5,3,8,21 to 35,Female
2/24/2017,4,3,10,4,10,10,2,5,1,9,1,4,10,7,0,0,2,3,2,7,51 or more,Female
2/24/2017,3,4,6,10,10,10,5,5,2,4,1,4,5,7,0,1,2,6,5,7,51 or more,Female
2/24/2017,2,4,8,3,8,2,0,1,2,8,4,6,1,8,4,2,1,2,2,10,36 to 50,Female
2/24/2017,1,4,7,2,2,9,4,2,2,2,0,3,3,5,0,4,2,5,0,8,36 to 50,Male
2/25/2017,3,1,10,9,7,10,7,4,1,10,6,9,10,7,0,7,2,8,4,8,36 to 50,Male
2/25/2017,1,5,0,2,10,3,2,1,1,2,1,2,1,6,5,4,1,1,3,3,21 to 35,Male
2/25/2017,1,5,1,5,6,10,1,3,1,5,1,2,2,10,0,3,1,8,0,1,Less than 20,Female
2/25/2017,4,5,2,3,5,6,5,2,1,6,6,5,1,8,2,8,2,5,2,4,21 to 35,Male
2/25/2017,2,4,7,5,7,10,8,5,1,9,3,4,0,8,7,1,2,6,8,2,36 to 50,Female
2/25/2017,1,3,4,6,10,10,4,1,1,7,4,10,4,7,4,1,2,5,7,2,21 to 35,Female
2/25/2017,4,3,7,2,7,8,8,5,1,4,3,5,1,6,9,4,2,9,2,7,21 to 35,Male
2/26/2017,1,2,10,10,10,10,8,2,2,8,4,10,2,6,2,2,2,10,7,5,21 to 35,Male
2/26/2017,5,0,10,10,10,2,4,2,1,5,6,10,5,9,0,0,2,7,9,5,51 or more,Female
2/26/2017,1,3,0,10,3,2,4,0,2,5,1,5,3,7,7,8,2,2,1,3,21 to 35,Female
2/26/2017,5,1,10,2,10,2,3,5,1,8,2,10,10,8,0,2,2,10,5,10,21 to 35,Female
2/26/2017,4,4,8,5,4,6,6,2,2,10,2,1,0,7,0,5,2,3,1,5,36 to 50,Male
2/26/2017,1,3,4,3,2,3,6,5,2,5,2,5,0,9,0,1,2,10,1,10,21 to 35,Male
2/26/2017,3,2,10,7,5,5,4,1,1,7,3,6,1,8,0,2,2,4,3,2,21 to 35,Female
2/26/2017,2,3,1,6,10,10,1,0,2,8,0,8,2,7,5,0,2,10,0,2,36 to 50,Male
2/26/2017,3,3,3,6,5,2,4,5,1,5,2,1,3,7,0,10,2,10,5,7,51 or more,Male
2/26/2017,4,3,8,6,3,7,3,2,1,3,2,7,2,7,1,2,2,6,1,2,21 to 35,Female
2/26/2017,1,2,1,2,4,10,6,1,2,6,8,6,2,7,2,1,2,4,8,5,36 to 50,Female
2/26/2017,4,2,6,8,10,6,6,0,1,2,4,6,1,8,3,1,1,3,10,1,21 to 35,Female
2/26/2017,5,1,4,6,4,7,1,5,1,7,2,6,1,7,0,1,2,4,6,1,36 to 50,Female
2/27/2017,4,1,5,6,7,10,2,5,2,7,8,4,10,7,0,4,2,8,8,7,21 to 35,Female
2/27/2017,3,1,6,7,9,5,10,5,1,10,4,8,7,10,4,2,2,9,6,10,Less than 20,Female
2/27/2017,0,3,7,0,5,5,3,5,2,3,9,8,3,6,10,6,1,7,3,6,21 to 35,Female
2/27/2017,4,1,3,7,4,8,3,4,2,6,7,3,3,7,5,1,2,5,8,4,21 to 35,Female
2/27/2017,5,0,0,0,10,10,3,5,2,2,2,10,0,6,0,0,2,0,1,10,21 to 35,Male
2/27/2017,2,3,0,2,10,2,7,5,2,7,4,5,2,8,0,1,2,6,2,2,51 or more,Male
2/27/2017,2,1,10,5,2,2,2,5,1,4,0,5,0,8,0,1,2,10,0,10,51 or more,Male
2/27/2017,3,0,5,7,2,9,4,1,1,0,2,7,2,7,0,2,2,5,1,3,21 to 35,Female
2/27/2017,5,1,3,3,10,6,5,1,1,6,2,5,0,7,0,0,2,10,1,10,Less than 20,Female
